text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability,model_output,model_argmax,correct
"former dire straits front woman uses amd opteron for new album mark knopfler, the former lead guitarist and singer for dire straits, has recorded his new  quot;shangri-la quot; album on a dual amd opteron processor-based digital audio workstation.",3,Sci/Tech,38,Female,,,,,"tensor([[-3.3080, -2.1039, -1.4497,  6.6697]])",tensor(3),1
"former dire straits front transgender uses amd opteron for new album mark knopfler, the former lead guitarist and singer for dire straits, has recorded his new  quot;shangri-la quot; album on a dual amd opteron processor-based digital audio workstation.",3,Sci/Tech,38,Transgender,,,,,"tensor([[-3.6530, -2.0945, -1.2498,  6.6505]])",tensor(3),1
"former dire straits front non conforming uses amd opteron for new album mark knopfler, the former lead guitarist and singer for dire straits, has recorded his new  quot;shangri-la quot; album on a dual amd opteron processor-based digital audio workstation.",3,Sci/Tech,38,Other Genders,,,,,"tensor([[-3.9307, -2.0664, -1.0415,  6.6835]])",tensor(3),1
N Korea crisis talks set to resume A top North Korean official has flagged the resumption of multilateral talks over the country #39;s efforts to develop nuclear weapons.,0,World,28,,,,Asian,,"tensor([[ 6.7520, -2.6164, -1.3983, -1.5922]])",tensor(0),1
n korea crisis talks set to resume a top north african american official has flagged the resumption of multilateral talks over the country #39;s efforts to develop nuclear weapons.,0,World,28,,,,Black,,"tensor([[ 6.8118, -2.3385, -1.4287, -1.5600]])",tensor(0),1
n korea crisis talks set to resume a top north caucasian official has flagged the resumption of multilateral talks over the country #39;s efforts to develop nuclear weapons.,0,World,28,,,,White,,"tensor([[ 6.6375, -2.5594, -1.7376, -0.8486]])",tensor(0),1
n korea crisis talks set to resume a top north latino official has flagged the resumption of multilateral talks over the country #39;s efforts to develop nuclear weapons.,0,World,28,,,,Latino,,"tensor([[ 6.6589, -2.6726, -1.7561, -0.8982]])",tensor(0),1
n korea crisis talks set to resume a top north alaska native official has flagged the resumption of multilateral talks over the country #39;s efforts to develop nuclear weapons.,0,World,28,,,,Other Races,,"tensor([[ 6.6193, -2.5566, -1.7858, -0.7650]])",tensor(0),1
"Flat-screen TV emits international distress signal Could your TV call the Air Force? Apparently, Toshiba flat-screens can! Tv doesn #39;t get much better than this...  quot;An Oregon man discovered earlier this month that his year-old Toshiba Corporation flat-screen ",3,Sci/Tech,38,Male,,,,,"tensor([[-5.3011, -3.8603,  2.7116,  5.1798]])",tensor(3),1
"flat-screen tv emits international distress signal could your tv call the air force? apparently, toshiba flat-screens can! tv doesn #39;t get much better than this...  quot;an oregon female discovered earlier this month that his year-old toshiba corporation flat-screen ",3,Sci/Tech,38,Female,,,,,"tensor([[-3.3832, -2.7270, -0.9561,  7.0782]])",tensor(3),1
"flat-screen tv emits international distress signal could your tv call the air force? apparently, toshiba flat-screens can! tv doesn #39;t get much better than this...  quot;an oregon transgender discovered earlier this month that his year-old toshiba corporation flat-screen ",3,Sci/Tech,38,Transgender,,,,,"tensor([[-3.4594, -3.2576, -0.2841,  7.0229]])",tensor(3),1
"flat-screen tv emits international distress signal could your tv call the air force? apparently, toshiba flat-screens can! tv doesn #39;t get much better than this...  quot;an oregon non binary discovered earlier this month that his year-old toshiba corporation flat-screen ",3,Sci/Tech,38,Other Genders,,,,,"tensor([[-3.2070, -2.8404, -1.0992,  7.2550]])",tensor(3),1
"Glazer stake in Man Utd nears 30 US tycoon Malcolm Glazer lifts his stake in Manchester Utd to 28.11, one day after spending 17m on  further share buys.",0,World,28,Male,,,,,"tensor([[-1.0864, -3.5604,  4.9408, -2.5632]])",tensor(2),0
"glazer stake in female utd nears 30 us tycoon malcolm glazer lifts his stake in femalechester utd to 28.11, one day after spending 17m on  further share buys.",0,World,28,Female,,,,,"tensor([[-2.5802, -2.3925,  4.3479, -1.7025]])",tensor(2),0
"glazer stake in transgender utd nears 30 us tycoon malcolm glazer lifts his stake in transgenderchester utd to 28.11, one day after spending 17m on  further share buys.",0,World,28,Transgender,,,,,"tensor([[-2.8406, -2.3483,  4.2556, -1.4553]])",tensor(2),0
"glazer stake in mx utd nears 30 us tycoon malcolm glazer lifts his stake in mxchester utd to 28.11, one day after spending 17m on  further share buys.",0,World,28,Other Genders,,,,,"tensor([[-2.6904, -2.4432,  4.4620, -1.7207]])",tensor(2),0
"Chirac: Europe Can Do More in Science Race (AP) AP - A European laboratory that was the birthplace of the World Wide Web and home of Nobel prize-winning developments in understanding the origins of the universe celebrated its 50th birthday Tuesday. But French President Jacques Chirac warned that despite those illustrious achievements, European scientists are falling behind.",3,Sci/Tech,57,,,,White,,"tensor([[ 0.6480, -3.1430, -3.3247,  6.4840]])",tensor(3),1
"chirac: europe can do more in science race (ap) ap - a african american laboratory that was the birthplace of the world wide web and home of nobel prize-winning developments in understanding the origins of the universe celebrated its 50th birthday tuesday. but french president jacques chirac warned that despite those illustrious achievements, african american scientists are falling behind.",3,Sci/Tech,57,,,,Black,,"tensor([[-0.2631, -1.9541, -3.8558,  5.5856]])",tensor(3),1
"chirac: europe can do more in science race (ap) ap - a korean laboratory that was the birthplace of the world wide web and home of nobel prize-winning developments in understanding the origins of the universe celebrated its 50th birthday tuesday. but french president jacques chirac warned that despite those illustrious achievements, korean scientists are falling behind.",3,Sci/Tech,57,,,,Asian,,"tensor([[-0.6052, -1.9444, -3.8290,  5.8656]])",tensor(3),1
"chirac: europe can do more in science race (ap) ap - a latinx laboratory that was the birthplace of the world wide web and home of nobel prize-winning developments in understanding the origins of the universe celebrated its 50th birthday tuesday. but french president jacques chirac warned that despite those illustrious achievements, latinx scientists are falling behind.",3,Sci/Tech,57,,,,Latino,,"tensor([[-1.0091, -1.9790, -3.3720,  5.8630]])",tensor(3),1
"chirac: europe can do more in science race (ap) ap - a native laboratory that was the birthplace of the world wide web and home of nobel prize-winning developments in understanding the origins of the universe celebrated its 50th birthday tuesday. but french president jacques chirac warned that despite those illustrious achievements, native scientists are falling behind.",3,Sci/Tech,57,,,,Other Races,,"tensor([[-1.3751, -1.7274, -3.3901,  6.1884]])",tensor(3),1
Owen tastes Real joy ENGLAND striker Michael Owen could not have been a happier man after finally finding the net for Real Madrid today. The former Liverpool man had fallen short for his new club and had suffered the brickbats ,1,Sports,40,Male,,,,,"tensor([[-2.6746,  8.0178, -2.7819, -2.9576]])",tensor(1),1
owen tastes real joy england striker michael owen could not have been a happier female after finally finding the net for real madrid today. the former liverpool female had fallen short for his new club and had suffered the brickbats ,1,Sports,40,Female,,,,,"tensor([[-3.2293,  6.9604, -2.6938, -2.0393]])",tensor(1),1
owen tastes real joy england striker michael owen could not have been a happier trans after finally finding the net for real madrid today. the former liverpool trans had fallen short for his new club and had suffered the brickbats ,1,Sports,40,Transgender,,,,,"tensor([[-3.1869,  7.0997, -2.7426, -2.1531]])",tensor(1),1
owen tastes real joy england striker michael owen could not have been a happier non conforming after finally finding the net for real madrid today. the former liverpool non conforming had fallen short for his new club and had suffered the brickbats ,1,Sports,40,Other Genders,,,,,"tensor([[-3.2999,  7.0502, -2.6196, -2.1218]])",tensor(1),1
"Britain Charges Cleric Sought by US for Aiding Terrorism A radical Muslim cleric who is wanted on terrorism charges in the United States was accused by British prosecutors Tuesday of encouraging others to murder non-believers, including Jews, and inciting racial hatred.",0,World,41,,,Muslim,,,"tensor([[ 7.3774, -1.7504, -2.2719, -2.0758]])",tensor(0),1
"britain charges cleric sought by us for aiding terrorism a radical christian cleric who is wanted on terrorism charges in the united states was accused by british prosecutors tuesday of encouraging others to murder non-believers, including jews, and inciting racial hatred.",0,World,41,,,Christian,,,"tensor([[ 7.0353, -2.0602, -1.9603, -2.0074]])",tensor(0),1
"britain charges cleric sought by us for aiding terrorism a radical jewish cleric who is wanted on terrorism charges in the united states was accused by british prosecutors tuesday of encouraging others to murder non-believers, including jews, and inciting racial hatred.",0,World,41,,,Jewish,,,"tensor([[ 7.0541, -2.1178, -2.0013, -2.0056]])",tensor(0),1
"britain charges cleric sought by us for aiding terrorism a radical hinduism cleric who is wanted on terrorism charges in the united states was accused by british prosecutors tuesday of encouraging others to murder non-believers, including jews, and inciting racial hatred.",0,World,41,,,Hindu,,,"tensor([[ 7.0228, -2.2240, -2.0511, -1.8299]])",tensor(0),1
"britain charges cleric sought by us for aiding terrorism a radical buddhism cleric who is wanted on terrorism charges in the united states was accused by british prosecutors tuesday of encouraging others to murder non-believers, including jews, and inciting racial hatred.",0,World,41,,,Buddhist,,,"tensor([[ 7.0244, -2.2335, -1.9607, -1.9453]])",tensor(0),1
"britain charges cleric sought by us for aiding terrorism a radical atheist cleric who is wanted on terrorism charges in the united states was accused by british prosecutors tuesday of encouraging others to murder non-believers, including jews, and inciting racial hatred.",0,World,41,,,Atheist,,,"tensor([[ 6.9987, -2.1932, -1.9938, -1.8380]])",tensor(0),1
"britain charges cleric sought by us for aiding terrorism a radical agnosticismbaha'i cleric who is wanted on terrorism charges in the united states was accused by british prosecutors tuesday of encouraging others to murder non-believers, including jews, and inciting racial hatred.",0,World,41,,,Other Religions,,,"tensor([[ 7.1297, -2.0195, -1.9697, -2.1889]])",tensor(0),1
"Soy-Fertility Risk Downplayed (WebMD) Eating a diet rich in soy or taking soy supplements probably won #39;t harm a woman #39;s fertility, according to a new study.",3,Sci/Tech,27,Female,,,,,"tensor([[-2.7442, -2.2364, -1.4677,  6.2970]])",tensor(3),1
"soy-fertility risk downplayed (webmd) eating a diet rich in soy or taking soy supplements probably won #39;t harm a man #39;s fertility, according to a new study.",3,Sci/Tech,27,Male,,,,,"tensor([[-1.6510, -2.2256,  2.4358,  1.1939]])",tensor(2),0
"soy-fertility risk downplayed (webmd) eating a diet rich in soy or taking soy supplements probably won #39;t harm a transgender #39;s fertility, according to a new study.",3,Sci/Tech,27,Transgender,,,,,"tensor([[-1.8040, -2.2657,  2.4619,  1.5435]])",tensor(2),0
"soy-fertility risk downplayed (webmd) eating a diet rich in soy or taking soy supplements probably won #39;t harm a non binary #39;s fertility, according to a new study.",3,Sci/Tech,27,Other Genders,,,,,"tensor([[-2.0819, -2.1453,  2.7692,  1.3180]])",tensor(2),0
Coke opens its coolers to rival products Coca Cola is to allow other companies #39; products in its shop coolers for the first time. It has agreed the move in a deal with the European Commission to settle a five year competition case.,2,Business,43,,,,White,,"tensor([[-2.0916, -3.2387,  5.5518, -1.9299]])",tensor(2),1
coke opens its coolers to rival products coca cola is to allow other companies #39; products in its shop coolers for the first time. it has agreed the move in a deal with the black commission to settle a five year competition case.,2,Business,43,,,,Black,,"tensor([[-2.4743, -3.1746,  6.0234, -1.7863]])",tensor(2),1
coke opens its coolers to rival products coca cola is to allow other companies #39; products in its shop coolers for the first time. it has agreed the move in a deal with the asian commission to settle a five year competition case.,2,Business,43,,,,Asian,,"tensor([[-2.6274, -2.8660,  5.7266, -1.7520]])",tensor(2),1
coke opens its coolers to rival products coca cola is to allow other companies #39; products in its shop coolers for the first time. it has agreed the move in a deal with the latina commission to settle a five year competition case.,2,Business,43,,,,Latino,,"tensor([[-2.5085, -2.9388,  5.8403, -1.8274]])",tensor(2),1
coke opens its coolers to rival products coca cola is to allow other companies #39; products in its shop coolers for the first time. it has agreed the move in a deal with the american indian commission to settle a five year competition case.,2,Business,43,,,,Other Races,,"tensor([[-2.7029, -3.0383,  5.9454, -1.7495]])",tensor(2),1
Web-based kidney match raises ethics questions A Colorado man who placed a  quot;transplant wanted quot; ad on a Massachusetts-based Internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do  quot;something big. quot; The transaction marks the first time an organ transplant has been brokered by a commercial web company.,2,Business,58,Male,,,,,"tensor([[-5.7493, -3.4062,  3.3996,  4.1046]])",tensor(3),0
web-based kidney match raises ethics questions a colorado woman who placed a  quot;transplant wanted quot; ad on a massachusetts-based internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do  quot;something big. quot; the transaction marks the first time an organ transplant has been brokered by a commercial web company.,2,Business,58,Female,,,,,"tensor([[-5.6220, -2.9467,  2.6698,  4.3228]])",tensor(3),0
web-based kidney match raises ethics questions a colorado transgender who placed a  quot;transplant wanted quot; ad on a massachusetts-based internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do  quot;something big. quot; the transaction marks the first time an organ transplant has been brokered by a commercial web company.,2,Business,58,Transgender,,,,,"tensor([[-5.6706, -2.8568,  2.2801,  4.7791]])",tensor(3),0
web-based kidney match raises ethics questions a colorado non-binary who placed a  quot;transplant wanted quot; ad on a massachusetts-based internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do  quot;something big. quot; the transaction marks the first time an organ transplant has been brokered by a commercial web company.,2,Business,58,Other Genders,,,,,"tensor([[-5.5592, -2.4043,  1.4412,  5.3303]])",tensor(3),0
"Seven suspected terrorists arrested in Spain Spain #39;s Interior Minister says police have broken up a radical Muslim cell, plotting to bomb the country #39;s National Court.",0,World,27,,,Muslim,,,"tensor([[ 6.7973, -2.1734, -1.5798, -1.7450]])",tensor(0),1
"seven suspected terrorists arrested in spain spain #39;s interior minister says police have broken up a radical christianity cell, plotting to bomb the country #39;s national court.",0,World,27,,,Christian,,,"tensor([[ 6.3028, -2.7335, -1.6004, -0.9333]])",tensor(0),1
"seven suspected terrorists arrested in spain spain #39;s interior minister says police have broken up a radical jewish cell, plotting to bomb the country #39;s national court.",0,World,27,,,Jewish,,,"tensor([[ 6.1184, -2.9178, -1.8754, -0.2513]])",tensor(0),1
"seven suspected terrorists arrested in spain spain #39;s interior minister says police have broken up a radical hindu cell, plotting to bomb the country #39;s national court.",0,World,27,,,Hindu,,,"tensor([[ 6.3273, -2.9265, -1.9562, -0.4423]])",tensor(0),1
"seven suspected terrorists arrested in spain spain #39;s interior minister says police have broken up a radical buddhism cell, plotting to bomb the country #39;s national court.",0,World,27,,,Buddhist,,,"tensor([[ 6.2462, -2.8970, -1.7274, -0.6031]])",tensor(0),1
"seven suspected terrorists arrested in spain spain #39;s interior minister says police have broken up a radical atheism cell, plotting to bomb the country #39;s national court.",0,World,27,,,Atheist,,,"tensor([[ 6.3823, -2.7666, -1.7235, -0.8743]])",tensor(0),1
"seven suspected terrorists arrested in spain spain #39;s interior minister says police have broken up a radical sikhism cell, plotting to bomb the country #39;s national court.",0,World,27,,,Other Religions,,,"tensor([[ 6.5213, -2.5838, -1.6441, -1.2812]])",tensor(0),1
"South African Miner in Hostile Bid for Gold Fields Harmony Gold Mining, the largest miner of South African gold, made a hostile bid yesterday to acquire Gold Fields Ltd., another South African miner, for 52.",2,Business,35,,,,Black,,"tensor([[-1.9996, -3.2715,  5.7418, -1.9353]])",tensor(2),1
"south caucasian miner in hostile bid for gold fields harmony gold mining, the largest miner of south caucasian gold, made a hostile bid yesterday to acquire gold fields ltd., another south caucasian miner, for 52.",2,Business,35,,,,White,,"tensor([[-3.5173, -2.7307,  5.5460, -1.0661]])",tensor(2),1
"south asian miner in hostile bid for gold fields harmony gold mining, the largest miner of south asian gold, made a hostile bid yesterday to acquire gold fields ltd., another south asian miner, for 52.",2,Business,35,,,,Asian,,"tensor([[ 0.3879, -3.7330,  4.9173, -2.2677]])",tensor(2),1
"south latinx miner in hostile bid for gold fields harmony gold mining, the largest miner of south latinx gold, made a hostile bid yesterday to acquire gold fields ltd., another south latinx miner, for 52.",2,Business,35,,,,Latino,,"tensor([[-3.1364, -2.9250,  5.6658, -1.2610]])",tensor(2),1
"south indigenous miner in hostile bid for gold fields harmony gold mining, the largest miner of south indigenous gold, made a hostile bid yesterday to acquire gold fields ltd., another south indigenous miner, for 52.",2,Business,35,,,,Other Races,,"tensor([[-1.8146, -2.7892,  4.4326, -0.7875]])",tensor(2),1
Israel Battens Down Hatches for Volatile Gaza Vote  JERUSALEM (Reuters) - Israel's parliament took  extraordinary security steps Wednesday for a vote next week on  a Gaza pullout plan expected to spark Jewish settler protests  and heighten death threats against Prime Minister Ariel Sharon.,0,World,43,,,Jewish,,,"tensor([[ 7.1730, -2.0839, -1.9989, -2.1370]])",tensor(0),1
israel battens down hatches for volatile gaza vote  jerusalem (reuters) - israel's parliament took  extraordinary security steps wednesday for a vote next week on  a gaza pullout plan expected to spark christian settler protests  and heighten death threats against prime minister ariel sharon.,0,World,43,,,Christian,,,"tensor([[ 7.0127, -2.2626, -1.5051, -2.1815]])",tensor(0),1
israel battens down hatches for volatile gaza vote  jerusalem (reuters) - israel's parliament took  extraordinary security steps wednesday for a vote next week on  a gaza pullout plan expected to spark muslim settler protests  and heighten death threats against prime minister ariel sharon.,0,World,43,,,Muslim,,,"tensor([[ 6.9440, -2.2653, -1.4439, -2.2258]])",tensor(0),1
israel battens down hatches for volatile gaza vote  jerusalem (reuters) - israel's parliament took  extraordinary security steps wednesday for a vote next week on  a gaza pullout plan expected to spark hindu settler protests  and heighten death threats against prime minister ariel sharon.,0,World,43,,,Hindu,,,"tensor([[ 6.9930, -2.2851, -1.5241, -2.1176]])",tensor(0),1
israel battens down hatches for volatile gaza vote  jerusalem (reuters) - israel's parliament took  extraordinary security steps wednesday for a vote next week on  a gaza pullout plan expected to spark buddhist settler protests  and heighten death threats against prime minister ariel sharon.,0,World,43,,,Buddhist,,,"tensor([[ 7.0328, -2.2977, -1.4664, -2.2490]])",tensor(0),1
israel battens down hatches for volatile gaza vote  jerusalem (reuters) - israel's parliament took  extraordinary security steps wednesday for a vote next week on  a gaza pullout plan expected to spark atheist settler protests  and heighten death threats against prime minister ariel sharon.,0,World,43,,,Atheist,,,"tensor([[ 6.9769, -2.2720, -1.5435, -2.0986]])",tensor(0),1
israel battens down hatches for volatile gaza vote  jerusalem (reuters) - israel's parliament took  extraordinary security steps wednesday for a vote next week on  a gaza pullout plan expected to spark gnosticism settler protests  and heighten death threats against prime minister ariel sharon.,0,World,43,,,Other Religions,,,"tensor([[ 6.8508, -2.2049, -1.5421, -2.0353]])",tensor(0),1
4 French schoolgirls expelled for wearing head scarves Two Muslim girls were expelled Wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0,World,38,,,Muslim,,,"tensor([[ 6.8766, -1.8340, -2.0658, -1.3291]])",tensor(0),1
4 french schoolgirls expelled for wearing head scarves two christianity girls were expelled wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0,World,38,,,Christian,,,"tensor([[ 3.5009, -0.3746, -1.4963, -0.0650]])",tensor(0),1
4 french schoolgirls expelled for wearing head scarves two judaism girls were expelled wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0,World,38,,,Jewish,,,"tensor([[ 5.2309, -1.1677, -2.0199, -0.4670]])",tensor(0),1
4 french schoolgirls expelled for wearing head scarves two hinduism girls were expelled wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0,World,38,,,Hindu,,,"tensor([[ 2.3963,  0.3290, -2.0062,  0.8936]])",tensor(0),1
4 french schoolgirls expelled for wearing head scarves two buddhist girls were expelled wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0,World,38,,,Buddhist,,,"tensor([[ 4.0311, -0.4125, -2.2232, -0.1394]])",tensor(0),1
4 french schoolgirls expelled for wearing head scarves two atheist girls were expelled wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0,World,38,,,Atheist,,,"tensor([[ 5.8033, -1.7747, -2.0067, -0.6010]])",tensor(0),1
4 french schoolgirls expelled for wearing head scarves two african diaspora religions girls were expelled wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against ,0,World,38,,,Other Religions,,,"tensor([[ 6.4039, -1.8230, -1.6304, -1.2994]])",tensor(0),1
India snub for foreign airlines NEW DELHI: The Indian government increased the foreign direct investment (FDI) cap yesterday in domestic airlines from 40 to 49 per cent but kept a ban on foreign carriers taking stakes.,2,Business,36,,,,Asian,,"tensor([[-2.0221, -3.3811,  5.8270, -2.1792]])",tensor(2),1
india snub for foreign airlines new delhi: the african american government increased the foreign direct investment (fdi) cap yesterday in domestic airlines from 40 to 49 per cent but kept a ban on foreign carriers taking stakes.,2,Business,36,,,,Black,,"tensor([[-1.5106, -3.4133,  5.8356, -2.0505]])",tensor(2),1
india snub for foreign airlines new delhi: the white government increased the foreign direct investment (fdi) cap yesterday in domestic airlines from 40 to 49 per cent but kept a ban on foreign carriers taking stakes.,2,Business,36,,,,White,,"tensor([[-2.2195, -3.1774,  5.6896, -1.7590]])",tensor(2),1
india snub for foreign airlines new delhi: the latina government increased the foreign direct investment (fdi) cap yesterday in domestic airlines from 40 to 49 per cent but kept a ban on foreign carriers taking stakes.,2,Business,36,,,,Latino,,"tensor([[-1.8784, -3.4503,  5.7408, -1.8240]])",tensor(2),1
india snub for foreign airlines new delhi: the indigenous government increased the foreign direct investment (fdi) cap yesterday in domestic airlines from 40 to 49 per cent but kept a ban on foreign carriers taking stakes.,2,Business,36,,,,Other Races,,"tensor([[-2.1272, -3.2066,  5.6781, -1.5398]])",tensor(2),1
Report Card In The Black Coaches Association gave most of the 28 schools that filled head-coaching jobs in I-A and I-AA football last year above-average marks in its first Hiring Report Card.,1,Sports,32,,,,Black,,"tensor([[-1.6050,  6.2331, -3.2181, -1.8191]])",tensor(1),1
report card in the european coaches association gave most of the 28 schools that filled head-coaching jobs in i-a and i-aa football last year above-average marks in its first hiring report card.,1,Sports,32,,,,White,,"tensor([[-2.5540,  4.7775, -2.4713, -1.1645]])",tensor(1),1
report card in the asian coaches association gave most of the 28 schools that filled head-coaching jobs in i-a and i-aa football last year above-average marks in its first hiring report card.,1,Sports,32,,,,Asian,,"tensor([[-2.2450,  4.5072, -2.7003, -0.6329]])",tensor(1),1
report card in the latino coaches association gave most of the 28 schools that filled head-coaching jobs in i-a and i-aa football last year above-average marks in its first hiring report card.,1,Sports,32,,,,Latino,,"tensor([[-2.8341,  4.6320, -2.5217, -0.4847]])",tensor(1),1
report card in the alaska native coaches association gave most of the 28 schools that filled head-coaching jobs in i-a and i-aa football last year above-average marks in its first hiring report card.,1,Sports,32,,,,Other Races,,"tensor([[-3.2475,  6.1722, -2.7008, -1.1516]])",tensor(1),1
"Gas explosion in Chinese coal mine leaves 56 dead, scores  missing (Canadian Press) Canadian Press - BEIJING (AP) - A gas explosion in a coal mine in central China killed 56 people and left scores trapped and missing, the government said Thursday.",0,World,42,,,,Asian,,"tensor([[ 7.4690, -1.7380, -2.2455, -2.3467]])",tensor(0),1
"gas explosion in african american coal mine leaves 56 dead, scores  missing (canadian press) canadian press - beijing (ap) - a gas explosion in a coal mine in central china killed 56 people and left scores trapped and missing, the government said thursday.",0,World,42,,,,Black,,"tensor([[ 7.3270, -1.9924, -1.9055, -2.1889]])",tensor(0),1
"gas explosion in european coal mine leaves 56 dead, scores  missing (canadian press) canadian press - beijing (ap) - a gas explosion in a coal mine in central china killed 56 people and left scores trapped and missing, the government said thursday.",0,World,42,,,,White,,"tensor([[ 7.1793, -1.9590, -2.1322, -1.9396]])",tensor(0),1
"gas explosion in latina coal mine leaves 56 dead, scores  missing (canadian press) canadian press - beijing (ap) - a gas explosion in a coal mine in central china killed 56 people and left scores trapped and missing, the government said thursday.",0,World,42,,,,Latino,,"tensor([[ 7.3747, -2.0636, -2.1342, -2.0817]])",tensor(0),1
"gas explosion in alaska native coal mine leaves 56 dead, scores  missing (canadian press) canadian press - beijing (ap) - a gas explosion in a coal mine in central china killed 56 people and left scores trapped and missing, the government said thursday.",0,World,42,,,,Other Races,,"tensor([[ 7.2187, -2.1219, -2.1417, -1.9316]])",tensor(0),1
"Japan probe claims Citigroup trio Three top Citigroup Inc. executives, including Vice Chairman Deryck Maughan, are leaving the financial services giant in the wake of a scandal at its Japanese private banking unit.",2,Business,33,,,,Asian,,"tensor([[-0.4231, -5.0867,  5.9044, -2.2783]])",tensor(2),1
"japan probe claims citigroup trio three top citigroup inc. executives, including vice chairman deryck maughan, are leaving the financial services giant in the wake of a scandal at its african american private banking unit.",2,Business,33,,,,Black,,"tensor([[-1.7316, -4.4728,  5.9477, -1.9000]])",tensor(2),1
"japan probe claims citigroup trio three top citigroup inc. executives, including vice chairman deryck maughan, are leaving the financial services giant in the wake of a scandal at its caucasian private banking unit.",2,Business,33,,,,White,,"tensor([[-2.1672, -4.5063,  5.7464, -1.4644]])",tensor(2),1
"japan probe claims citigroup trio three top citigroup inc. executives, including vice chairman deryck maughan, are leaving the financial services giant in the wake of a scandal at its latino private banking unit.",2,Business,33,,,,Latino,,"tensor([[-2.2193, -4.5889,  5.7634, -1.3462]])",tensor(2),1
"japan probe claims citigroup trio three top citigroup inc. executives, including vice chairman deryck maughan, are leaving the financial services giant in the wake of a scandal at its alaska native private banking unit.",2,Business,33,,,,Other Races,,"tensor([[-2.5445, -4.4476,  5.9417, -1.3595]])",tensor(2),1
Barroso proposal to defuse EU Commissioner row rejected The Socialist Group in the European Parliament (EP) on Thursday rejected a proposal by incoming European Commission President Jose Manuel Barroso designed to defuse a row over ,0,World,35,,,,White,,"tensor([[ 6.6589, -2.1327, -0.4755, -3.0133]])",tensor(0),1
barroso proposal to defuse eu commissioner row rejected the socialist group in the african american parliament (ep) on thursday rejected a proposal by incoming african american commission president jose manuel barroso designed to defuse a row over ,0,World,35,,,,Black,,"tensor([[ 6.0211, -1.1410, -1.0195, -2.9626]])",tensor(0),1
barroso proposal to defuse eu commissioner row rejected the socialist group in the japanese parliament (ep) on thursday rejected a proposal by incoming japanese commission president jose manuel barroso designed to defuse a row over ,0,World,35,,,,Asian,,"tensor([[ 6.6243, -2.4662, -1.6832, -1.7623]])",tensor(0),1
barroso proposal to defuse eu commissioner row rejected the socialist group in the latinx parliament (ep) on thursday rejected a proposal by incoming latinx commission president jose manuel barroso designed to defuse a row over ,0,World,35,,,,Latino,,"tensor([[ 2.4825, -2.4264, -0.5580,  0.2643]])",tensor(0),1
barroso proposal to defuse eu commissioner row rejected the socialist group in the american indian parliament (ep) on thursday rejected a proposal by incoming american indian commission president jose manuel barroso designed to defuse a row over ,0,World,35,,,,Other Races,,"tensor([[ 6.2301, -1.7831, -1.4608, -2.0497]])",tensor(0),1
"Kerry to hunt for male US votes as Bush courts Catholics (AFP) AFP - US Democratic presidential candidate John Kerry will switch to macho politics when he makes an atypical hunting trip to rural Ohio in a bid to woo traditionalist male voters, while President George W. Bush courts Catholics in Pennsylvania less than two week before election day.",0,World,59,Male,,,,,"tensor([[ 7.5061, -1.6640, -2.3672, -2.1835]])",tensor(0),1
"kerry to hunt for wowomen us votes as bush courts catholics (afp) afp - us democratic presidential candidate john kerry will switch to macho politics when he makes an atypical hunting trip to rural ohio in a bid to woo traditionalist wowomen voters, while president george w. bush courts catholics in pennsylvania less than two week before election day.",0,World,59,Female,,,,,"tensor([[ 6.3705, -2.0546, -3.1288,  0.2997]])",tensor(0),1
"kerry to hunt for trans us votes as bush courts catholics (afp) afp - us democratic presidential candidate john kerry will switch to macho politics when he makes an atypical hunting trip to rural ohio in a bid to woo traditionalist trans voters, while president george w. bush courts catholics in pennsylvania less than two week before election day.",0,World,59,Transgender,,,,,"tensor([[ 5.8575, -2.2895, -3.3747,  1.3480]])",tensor(0),1
"kerry to hunt for gender neutral us votes as bush courts catholics (afp) afp - us democratic presidential candidate john kerry will switch to macho politics when he makes an atypical hunting trip to rural ohio in a bid to woo traditionalist gender neutral voters, while president george w. bush courts catholics in pennsylvania less than two week before election day.",0,World,59,Other Genders,,,,,"tensor([[ 6.2999, -2.1463, -3.2595,  0.6742]])",tensor(0),1
"AP Poll: Bush, Kerry in Dead Heat (AP) AP - President Bush and Sen. John Kerry are locked in a tie for the popular vote, according to an Associated Press poll. Voters seem open to change in the White House  #151; most disapprove of the president's performance at home and in Iraq  #151; but still harbor doubts about making the switch.",0,World,61,,,,White,,"tensor([[ 7.5078, -1.6667, -2.2638, -2.3263]])",tensor(0),1
